MLfunction,Conv,Nb_train,PredictionExacte,Distance,Prediction+1,Prediction+2
RandomForest,ResNet18_06,500,48.35526315789470,795,82.12719298245610,92.98245614035090
RandomTree,ResNet18_06,20,8.114035087719300,2672,29.93421052631580,51.864035087719300
RandomTree,ResNet18_06,50,15.570175438596500,2466,39.91228070175440,49.890350877193000
RandomTree,ResNet18_06,100,31.907894736842100,1602,56.79824561403510,70.28508771929830
RandomTree,ResNet18_06,150,37.06140350877190,1200,64.25438596491230,79.60526315789470
RandomTree,ResNet18_06,200,36.51315789473680,1070,72.80701754385970,86.9517543859649
RandomTree,ResNet18_06,350,42.43421052631580,1087,72.91666666666670,84.3201754385965
RandomTree,ResNet18_06,500,30.592105263157900,1406,59.75877192982460,78.61842105263160
J48,ResNet18_07,20,46.875,301,80.20833333333330,96.35416666666670
J48,ResNet18_07,50,45.05208333333330,289,85.9375,96.35416666666670
J48,ResNet18_07,100,51.5625,241,92.44791666666670,97.13541666666670
J48,ResNet18_07,150,53.385416666666700,229,93.22916666666670,97.39583333333330
J48,ResNet18_07,200,63.28125,183,95.3125,97.39583333333330
J48,ResNet18_07,350,65.88541666666670,169,97.13541666666670,97.39583333333330
RandomForest,ResNet18_07,20,28.385416666666700,450,67.1875,90.625
RandomForest,ResNet18_07,50,32.55208333333330,374,75.52083333333330,96.09375
RandomForest,ResNet18_07,100,48.95833333333330,248,92.1875,96.875
RandomForest,ResNet18_07,150,57.8125,210,92.70833333333330,97.39583333333330
RandomForest,ResNet18_07,200,61.979166666666700,189,93.75,97.65625
RandomForest,ResNet18_07,350,65.625,165,96.09375,97.65625
RandomTree,ResNet18_07,20,23.958333333333300,409,75.52083333333330,96.875
RandomTree,ResNet18_07,50,35.15625,334,84.11458333333330,96.35416666666670
RandomTree,ResNet18_07,100,34.11458333333330,376,77.86458333333330,93.48958333333330
RandomTree,ResNet18_07,150,46.35416666666670,279,85.41666666666670,97.39583333333330
RandomTree,ResNet18_07,200,25.520833333333300,464,66.92708333333330,91.92708333333330
RandomTree,ResNet18_07,350,43.75,345,79.94791666666670,91.14583333333330
J48,ResNet18_08,20,28.825136612021900,1603,72.54098360655740,92.07650273224040
J48,ResNet18_08,50,29.713114754098400,1860,69.80874316939890,84.56284153005460
J48,ResNet18_08,100,34.76775956284150,1537,74.4535519125683,92.21311475409840
J48,ResNet18_08,150,36.13387978142080,1452,77.3224043715847,92.62295081967210
J48,ResNet18_08,200,42.41803278688530,1273,80.32786885245900,94.74043715846990
J48,ResNet18_08,350,46.85792349726780,1206,81.14754098360660,95.28688524590160
J48,ResNet18_08,500,47.540983606557400,1205,83.19672131147540,94.74043715846990
J48,ResNet18_08,1000,51.502732240437200,1055,85.31420765027320,96.17486338797810
RandomForest,ResNet18_08,20,22.472677595628400,2342,61.81693989071040,79.03005464480870
RandomForest,ResNet18_08,50,26.434426229508200,1997,68.30601092896170,82.65027322404370
RandomForest,ResNet18_08,100,32.10382513661200,1632,73.77049180327870,89.89071038251370
RandomForest,ResNet18_08,150,32.51366120218580,1606,74.93169398907100,90.50546448087430
RandomForest,ResNet18_08,200,36.47540983606560,1494,77.6639344262295,91.12021857923500
RandomForest,ResNet18_08,350,43.85245901639340,1195,84.97267759562840,94.60382513661200
RandomForest,ResNet18_08,500,45.21857923497270,1168,85.1775956284153,94.94535519125680
RandomForest,ResNet18_08,1000,52.322404371584700,1034,86.81693989071040,95.42349726775960
RandomTree,ResNet18_08,20,20.21857923497270,2235,56.89890710382510,81.28415300546450
RandomTree,ResNet18_08,50,15.573770491803300,2815,43.64754098360660,67.4863387978142
RandomTree,ResNet18_08,100,18.510928961748600,2833,50.54644808743170,71.17486338797810
RandomTree,ResNet18_08,150,26.024590163934400,1965,64.54918032786890,86.33879781420770
RandomTree,ResNet18_08,200,30.327868852459000,1819,68.71584699453550,86.6120218579235
RandomTree,ResNet18_08,350,29.78142076502730,1804,70.28688524590160,87.97814207650270
RandomTree,ResNet18_08,500,26.912568306010900,2128,64.00273224043720,82.65027322404370
RandomTree,ResNet18_08,1000,39.34426229508200,1430,77.6639344262295,91.73497267759560
J48,ResNet18_09,20,37.03703703703700,400,76.1574074074074,95.13888888888890
J48,ResNet18_09,50,46.2962962962963,308,84.25925925925930,98.37962962962960
J48,ResNet18_09,100,50.0,273,89.58333333333330,97.45370370370370
J48,ResNet18_09,150,53.47222222222220,260,90.50925925925930,97.22222222222220
J48,ResNet18_09,200,56.94444444444440,242,90.74074074074080,97.22222222222220
J48,ResNet18_09,350,60.18518518518520,207,94.9074074074074,97.68518518518520
RandomForest,ResNet18_09,20,26.38888888888890,612,59.95370370370370,83.10185185185190
RandomForest,ResNet18_09,50,31.712962962963000,481,72.22222222222220,89.81481481481480
RandomForest,ResNet18_09,100,45.601851851851900,310,88.6574074074074,96.06481481481480
RandomForest,ResNet18_09,150,46.06481481481480,298,88.42592592592590,97.22222222222220
RandomForest,ResNet18_09,200,51.157407407407400,276,89.81481481481480,96.29629629629630
RandomForest,ResNet18_09,350,55.55555555555560,254,88.88888888888890,97.22222222222220
RandomTree,ResNet18_09,20,19.90740740740740,671,55.78703703703700,78.93518518518520
RandomTree,ResNet18_09,50,37.26851851851850,468,70.13888888888890,89.12037037037040
RandomTree,ResNet18_09,100,40.27777777777780,463,70.13888888888890,87.03703703703700
RandomTree,ResNet18_09,150,35.41666666666670,399,78.47222222222220,95.13888888888890
RandomTree,ResNet18_09,200,41.898148148148100,391,80.32407407407410,92.12962962962960
RandomTree,ResNet18_09,350,39.351851851851900,372,80.78703703703700,94.44444444444440
J48,ResNet18_10,20,29.268292682926800,108,65.85365853658540,76.82926829268290
J48,ResNet18_10,50,37.80487804878050,67,84.14634146341460,96.34146341463420
RandomForest,ResNet18_10,20,19.51219512195120,102,62.19512195121950,93.90243902439020
RandomForest,ResNet18_10,50,41.46341463414630,63,87.8048780487805,93.90243902439020
RandomTree,ResNet18_10,20,21.951219512195100,86,78.04878048780490,95.1219512195122
RandomTree,ResNet18_10,50,34.146341463414600,73,87.8048780487805,93.90243902439020
J48,ResNet18_11,20,47.22222222222220,22,91.66666666666670,100.0
RandomForest,ResNet18_11,20,41.66666666666670,35,77.77777777777780,88.88888888888890
RandomTree,ResNet18_11,20,16.666666666666700,56,38.88888888888890,88.88888888888890
J48,ResNet18_12,20,34.146341463414600,82,79.26829268292680,92.6829268292683
J48,ResNet18_12,50,41.46341463414630,70,81.70731707317070,92.6829268292683
RandomForest,ResNet18_12,20,28.04878048780490,110,59.756097560975600,84.14634146341460
RandomForest,ResNet18_12,50,35.36585365853660,77,81.70731707317070,92.6829268292683
RandomTree,ResNet18_12,20,13.414634146341500,134,46.34146341463420,78.04878048780490
RandomTree,ResNet18_12,50,30.48780487804880,88,71.95121951219510,93.90243902439020
J48,Yolo9000_00,20,61.63522012578620,1143,98.5674353598882,99.86023759608670
J48,Yolo9000_00,50,57.89657582110410,1261,98.04332634521310,100.0
J48,Yolo9000_00,100,67.01607267645000,1000,98.18308874912650,99.86023759608670
J48,Yolo9000_00,150,66.84136967155840,1014,97.86862334032150,99.86023759608670
J48,Yolo9000_00,200,66.80642907058000,993,98.49755415793150,100.0
J48,Yolo9000_00,350,67.50524109014680,1019,96.99510831586300,99.895178197065
J48,Yolo9000_00,500,69.42697414395530,921,98.49755415793150,99.895178197065
J48,Yolo9000_00,1000,72.99091544374560,810,98.77707896575820,99.93011879804330
J48,Yolo9000_00,1500,75.71628232005590,742,98.46261355695320,99.895178197065
RandomForest,Yolo9000_00,20,56.044723969252300,1423,94.37456324248780,99.86023759608670
RandomForest,Yolo9000_00,50,60.062893081761000,1198,98.21802935010480,99.86023759608670
RandomForest,Yolo9000_00,100,70.64989517819710,887,98.49755415793150,99.86023759608670
RandomForest,Yolo9000_00,150,68.9727463312369,946,98.11320754716980,99.86023759608670
RandomForest,Yolo9000_00,200,70.09084556254370,904,98.46261355695320,99.86023759608670
RandomForest,Yolo9000_00,350,69.6366177498253,920,98.35779175401820,99.86023759608670
RandomForest,Yolo9000_00,500,72.78127183787560,824,98.5674353598882,99.86023759608670
RandomForest,Yolo9000_00,1000,74.80782669461920,759,98.81201956673660,99.86023759608670
RandomForest,Yolo9000_00,1500,74.3885394828791,768,98.88190076869320,99.895178197065
RandomTree,Yolo9000_00,20,22.955974842767300,2769,81.69112508735150,98.60237596086650
RandomTree,Yolo9000_00,50,57.47728860936410,1297,97.20475192173310,100.0
RandomTree,Yolo9000_00,100,67.2606568832984,993,98.18308874912650,99.86023759608670
RandomTree,Yolo9000_00,150,58.73515024458420,1245,97.9035639412998,99.86023759608670
RandomTree,Yolo9000_00,200,57.75681341719080,1315,96.29629629629630,100.0
RandomTree,Yolo9000_00,350,63.52201257861640,1121,97.44933612858140,99.86023759608670
RandomTree,Yolo9000_00,500,64.64011180992310,1072,97.93850454227810,99.96505939902170
RandomTree,Yolo9000_00,1000,65.23410202655490,1061,97.76380153738640,99.93011879804330
RandomTree,Yolo9000_00,1500,66.17749825296990,1021,98.18308874912650,99.96505939902170
J48,Yolo9000_02,20,25.317460317460300,1607,63.57142857142860,87.46031746031750
J48,Yolo9000_02,50,37.38095238095240,1178,76.11111111111110,93.80952380952380
J48,Yolo9000_02,100,50.317460317460300,871,85.47619047619050,95.7936507936508
J48,Yolo9000_02,150,53.888888888888900,821,84.76190476190480,96.5079365079365
J48,Yolo9000_02,200,59.20634920634920,715,88.17460317460320,96.26984126984130
J48,Yolo9000_02,350,65.87301587301590,558,92.3015873015873,97.77777777777780
J48,Yolo9000_02,500,76.5079365079365,351,96.26984126984130,99.52380952380950
J48,Yolo9000_02,1000,88.4920634920635,164,98.88888888888890,99.76190476190480
RandomForest,Yolo9000_02,20,20.238095238095200,2707,52.301587301587300,67.46031746031750
RandomForest,Yolo9000_02,50,31.825396825396800,1628,75.07936507936510,86.98412698412700
RandomForest,Yolo9000_02,100,45.23809523809520,935,87.46031746031750,96.34920634920640
RandomForest,Yolo9000_02,150,46.111111111111100,1146,83.88888888888890,92.61904761904760
RandomForest,Yolo9000_02,200,49.84126984126980,839,89.68253968253970,96.66666666666670
RandomForest,Yolo9000_02,350,61.26984126984130,603,92.61904761904760,98.57142857142860
RandomForest,Yolo9000_02,500,71.74603174603180,412,96.19047619047620,99.36507936507940
RandomForest,Yolo9000_02,1000,81.9047619047619,256,98.4126984126984,99.76190476190480
RandomTree,Yolo9000_02,20,10.634920634920600,3717,33.41269841269840,53.73015873015870
RandomTree,Yolo9000_02,50,16.507936507936500,3026,40.55555555555560,57.06349206349210
RandomTree,Yolo9000_02,100,22.380952380952400,1969,61.1904761904762,79.68253968253970
RandomTree,Yolo9000_02,150,38.01587301587300,1202,78.88888888888890,94.36507936507940
RandomTree,Yolo9000_02,200,42.77777777777780,1074,83.01587301587300,94.84126984126980
RandomTree,Yolo9000_02,350,40.476190476190500,1296,72.3015873015873,89.60317460317460
RandomTree,Yolo9000_02,500,52.85714285714290,880,87.14285714285710,96.74603174603180
RandomTree,Yolo9000_02,1000,72.38095238095240,399,96.66666666666670,99.36507936507940
J48,Yolo9000_04,20,27.521008403361300,2226,63.16526610644260,83.54341736694680
J48,Yolo9000_04,50,36.97478991596640,1785,71.21848739495800,87.3249299719888
J48,Yolo9000_04,100,51.9607843137255,837,90.68627450980390,98.80952380952380
J48,Yolo9000_04,150,55.46218487394960,761,92.15686274509800,99.15966386554620
J48,Yolo9000_04,200,58.26330532212890,701,93.41736694677870,99.2296918767507
J48,Yolo9000_04,350,60.154061624649900,665,93.90756302521010,99.36974789915970
J48,Yolo9000_04,500,64.2156862745098,586,95.23809523809520,99.50980392156860
J48,Yolo9000_04,1000,69.74789915966390,511,95.02801120448180,99.43977591036420
RandomForest,Yolo9000_04,20,20.588235294117600,2369,54.69187675070030,80.3921568627451
RandomForest,Yolo9000_04,50,27.521008403361300,2335,61.5546218487395,83.68347338935570
RandomForest,Yolo9000_04,100,49.64985994397760,1021,87.81512605042020,96.49859943977590
RandomForest,Yolo9000_04,150,48.66946778711490,1192,87.46498599439780,95.30812324929970
RandomForest,Yolo9000_04,200,55.952380952381000,752,93.34733893557420,99.01960784313730
RandomForest,Yolo9000_04,350,60.99439775910370,684,93.4873949579832,98.52941176470590
RandomForest,Yolo9000_04,500,63.65546218487400,620,94.187675070028,99.15966386554620
RandomForest,Yolo9000_04,1000,67.22689075630250,539,95.72829131652660,99.57983193277310
RandomTree,Yolo9000_04,20,14.07563025210080,3151,38.79551820728290,61.62464985994400
RandomTree,Yolo9000_04,50,25.840336134453800,2538,61.904761904761900,79.13165266106440
RandomTree,Yolo9000_04,100,31.23249299719890,1924,68.0672268907563,83.26330532212890
RandomTree,Yolo9000_04,150,29.971988795518200,2477,63.02521008403360,77.17086834733890
RandomTree,Yolo9000_04,200,37.04481792717090,1245,82.6330532212885,96.42857142857140
RandomTree,Yolo9000_04,350,44.11764705882350,1328,81.86274509803920,91.73669467787110
RandomTree,Yolo9000_04,500,56.792717086834700,897,87.46498599439780,96.28851540616250
RandomTree,Yolo9000_04,1000,55.392156862745100,965,87.18487394957980,95.37815126050420
J48,Yolo9000_05,20,70.37037037037040,41,99.25925925925930,100.0
J48,Yolo9000_05,50,73.33333333333330,37,99.25925925925930,100.0
J48,Yolo9000_05,100,78.51851851851850,29,100.0,100.0
RandomForest,Yolo9000_05,20,51.11111111111110,68,98.51851851851850,100.0
RandomForest,Yolo9000_05,50,72.5925925925926,38,99.25925925925930,100.0
RandomForest,Yolo9000_05,100,77.77777777777780,30,100.0,100.0
RandomTree,Yolo9000_05,20,62.22222222222220,53,98.51851851851850,100.0
RandomTree,Yolo9000_05,50,67.4074074074074,45,99.25925925925930,100.0
RandomTree,Yolo9000_05,100,74.81481481481480,34,100.0,100.0
J48,Yolo9000_08,20,36.03570100409070,2709,75.93901078467830,92.37634808478990
J48,Yolo9000_08,50,46.48568240981780,2082,86.20304946076610,94.1613982893269
J48,Yolo9000_08,100,54.40684269245070,1705,89.66158423205650,96.429899590926
J48,Yolo9000_08,150,51.245816288583100,1935,86.31461509854970,95.79769431015250
J48,Yolo9000_08,200,66.82781703235400,1247,93.60357010040910,97.43399033097810
J48,Yolo9000_08,350,70.17478616586090,1138,93.49200446262550,97.76868724432880
J48,Yolo9000_08,500,71.84827073261440,1057,94.42171811082190,97.76868724432880
J48,Yolo9000_08,1000,78.20751208627740,904,95.98363703979170,97.43399033097810
J48,Yolo9000_08,1500,80.88508739308290,751,96.429899590926,98.06619561175160
RandomForest,Yolo9000_08,20,25.28821123094090,3801,60.95202677575310,82.67013759761990
RandomForest,Yolo9000_08,50,37.783562662699900,2614,79.02566009669020,91.37225734473780
RandomForest,Yolo9000_08,100,44.14280401636300,2281,81.70323540349570,93.93826701375980
RandomForest,Yolo9000_08,150,51.9895872071402,1957,84.5667534399405,95.20267757530680
RandomForest,Yolo9000_08,200,56.749721085905500,1742,86.50055782818890,96.20676831535890
RandomForest,Yolo9000_08,350,61.13796950539230,1588,87.35589438452960,96.9133506879881
RandomForest,Yolo9000_08,500,67.16251394570470,1292,90.7400520639643,97.54555596876160
RandomForest,Yolo9000_08,1000,75.08367422833770,961,94.86798066195610,97.69431015247300
RandomForest,Yolo9000_08,1500,77.79843808107100,863,95.50018594272960,97.8802528821123
RandomTree,Yolo9000_08,20,11.268129416139800,6888,33.581256972852400,50.91111937523240
RandomTree,Yolo9000_08,50,28.412049088880600,3639,65.52621792487910,83.30234287839350
RandomTree,Yolo9000_08,100,35.44068426924510,3007,69.133506879881,88.91781331349940
RandomTree,Yolo9000_08,150,38.41576794347340,2821,72.81517292673860,90.03346969133510
RandomTree,Yolo9000_08,200,42.20899962811450,2988,70.02603198214950,85.90554109334330
RandomTree,Yolo9000_08,350,53.40275195239870,1830,85.68240981777610,96.13239122350320
RandomTree,Yolo9000_08,500,53.43994049832650,1886,86.27742655262180,94.04983265154330
RandomTree,Yolo9000_08,1000,57.64224618817400,1946,84.49237634808480,93.23168464113050
RandomTree,Yolo9000_08,1500,63.88992190405360,1426,90.62848642618070,96.24395686128670
J48,Yolo9000_09,20,35.5281207133059,1172,67.48971193415640,76.5432098765432
J48,Yolo9000_09,50,53.90946502057610,517,81.3443072702332,93.82716049382720
J48,Yolo9000_09,100,62.825788751714700,380,89.43758573388200,95.61042524005490
J48,Yolo9000_09,150,74.7599451303155,220,96.29629629629630,98.76543209876540
J48,Yolo9000_09,200,75.17146776406040,246,93.68998628257890,97.39368998628260
J48,Yolo9000_09,350,80.65843621399180,174,96.98216735253770,98.62825788751720
J48,Yolo9000_09,500,81.89300411522640,155,97.39368998628260,99.45130315500690
RandomForest,Yolo9000_09,20,18.244170096021900,1296,54.73251028806580,73.7997256515775
RandomForest,Yolo9000_09,50,39.50617283950620,1114,70.78189300411520,77.64060356652950
RandomForest,Yolo9000_09,100,53.360768175583,571,81.20713305898490,91.90672153635120
RandomForest,Yolo9000_09,150,66.2551440329218,416,86.69410150891630,94.10150891632370
RandomForest,Yolo9000_09,200,69.95884773662550,338,90.6721536351166,95.06172839506170
RandomForest,Yolo9000_09,350,72.70233196159120,316,91.90672153635120,95.88477366255140
RandomForest,Yolo9000_09,500,75.7201646090535,226,95.47325102880660,98.079561042524
RandomTree,Yolo9000_09,20,21.262002743484200,1091,59.12208504801100,87.79149519890260
RandomTree,Yolo9000_09,50,39.64334705075450,1045,69.54732510288070,77.22908093278460
RandomTree,Yolo9000_09,100,45.67901234567900,715,78.32647462277090,90.39780521262000
RandomTree,Yolo9000_09,150,53.086419753086400,793,78.60082304526750,85.45953360768180
RandomTree,Yolo9000_09,200,63.5116598079561,410,86.14540466392320,94.51303155006860
RandomTree,Yolo9000_09,350,65.98079561042520,506,84.49931412894380,91.76954732510290
RandomTree,Yolo9000_09,500,67.76406035665300,381,88.61454046639230,97.11934156378600
J48,Yolo9000_12,20,33.04597701149430,2790,78.37643678160920,92.67241379310340
J48,Yolo9000_12,50,37.28448275862070,2890,75.14367816091950,88.1824712643678
J48,Yolo9000_12,100,51.68821839080460,2004,82.97413793103450,94.39655172413790
J48,Yolo9000_12,150,49.46120689655170,2009,85.84770114942530,94.4324712643678
J48,Yolo9000_12,200,51.54454022988510,2064,83.58477011494250,94.32471264367820
J48,Yolo9000_12,350,59.48275862068970,1517,90.51724137931040,96.80316091954020
J48,Yolo9000_12,500,63.900862068965500,1313,91.70258620689660,97.77298850574710
J48,Yolo9000_12,1000,67.20545977011490,1205,93.24712643678160,97.41379310344830
J48,Yolo9000_12,1500,67.85201149425290,1219,92.5646551724138,97.70114942528740
RandomForest,Yolo9000_12,20,28.125,4462,54.92097701149430,71.62356321839080
RandomForest,Yolo9000_12,50,31.393678160919500,3776,60.05747126436780,78.87931034482760
RandomForest,Yolo9000_12,100,43.28304597701150,2498,77.76580459770120,92.34913793103450
RandomForest,Yolo9000_12,150,47.12643678160920,2321,80.5316091954023,92.52873563218390
RandomForest,Yolo9000_12,200,52.26293103448280,2031,83.36925287356320,93.42672413793100
RandomForest,Yolo9000_12,350,55.172413793103400,1903,84.62643678160920,94.18103448275860
RandomForest,Yolo9000_12,500,55.92672413793100,1740,87.5,95.94109195402300
RandomForest,Yolo9000_12,1000,62.53591954022990,1432,90.44540229885060,97.30603448275860
RandomForest,Yolo9000_12,1500,65.1580459770115,1348,90.80459770114940,97.48563218390800
RandomTree,Yolo9000_12,20,26.113505747126400,4084,57.435344827586200,76.9396551724138
RandomTree,Yolo9000_12,50,25.251436781609200,4424,56.537356321839100,76.61637931034480
RandomTree,Yolo9000_12,100,40.51724137931030,2698,75.35919540229890,91.16379310344830
RandomTree,Yolo9000_12,150,39.29597701149430,3283,67.85201149425290,85.0574712643678
RandomTree,Yolo9000_12,200,42.133620689655200,2467,79.20258620689660,92.88793103448280
RandomTree,Yolo9000_12,350,42.887931034482800,2599,78.05316091954020,91.0919540229885
RandomTree,Yolo9000_12,500,42.7801724137931,2815,69.86350574712640,90.12212643678160
RandomTree,Yolo9000_12,1000,51.400862068965500,2108,82.47126436781610,93.85775862068970
RandomTree,Yolo9000_12,1500,54.66954022988510,2011,82.04022988505750,93.96551724137930
J48,Yolo9000_13,20,32.96296296296300,421,67.03703703703700,85.18518518518520
J48,Yolo9000_13,50,44.074074074074100,203,83.33333333333330,97.4074074074074
J48,Yolo9000_13,100,50.74074074074070,192,82.22222222222220,95.92592592592590
J48,Yolo9000_13,150,54.44444444444440,154,89.25925925925930,99.25925925925930
J48,Yolo9000_13,200,59.25925925925930,127,94.81481481481480,98.88888888888890
RandomForest,Yolo9000_13,20,17.037037037037000,562,48.888888888888900,72.22222222222220
RandomForest,Yolo9000_13,50,34.81481481481480,421,68.88888888888890,82.5925925925926
RandomForest,Yolo9000_13,100,38.148148148148100,266,78.14814814814810,93.33333333333330
RandomForest,Yolo9000_13,150,47.03703703703700,205,84.81481481481480,95.18518518518520
RandomForest,Yolo9000_13,200,54.44444444444440,154,90.37037037037040,98.51851851851850
RandomTree,Yolo9000_13,20,21.48148148148150,476,61.85185185185190,79.62962962962960
RandomTree,Yolo9000_13,50,18.51851851851850,831,31.11111111111110,40.74074074074070
RandomTree,Yolo9000_13,100,27.037037037037000,399,67.4074074074074,82.22222222222220
RandomTree,Yolo9000_13,150,45.55555555555560,287,76.29629629629630,88.88888888888890
RandomTree,Yolo9000_13,200,42.96296296296300,260,77.03703703703700,87.77777777777780
J48,Yolo9000_18,20,31.25,1249,60.520833333333300,81.5625
J48,Yolo9000_18,50,41.354166666666700,964,72.39583333333330,89.27083333333330
J48,Yolo9000_18,100,54.37500000000000,674,79.27083333333330,96.14583333333330
J48,Yolo9000_18,150,61.5625,505,89.47916666666670,96.35416666666670
J48,Yolo9000_18,200,65.83333333333330,410,91.66666666666670,99.79166666666670
J48,Yolo9000_18,350,69.58333333333330,390,91.14583333333330,98.64583333333330
J48,Yolo9000_18,500,76.25,288,94.6875,99.0625
RandomForest,Yolo9000_18,20,37.916666666666700,945,76.5625,88.85416666666670
RandomForest,Yolo9000_18,50,40.10416666666670,899,77.60416666666670,91.77083333333330
RandomForest,Yolo9000_18,100,48.4375,675,83.75,97.60416666666670
RandomForest,Yolo9000_18,150,51.45833333333330,656,84.375,96.77083333333330
RandomForest,Yolo9000_18,200,57.395833333333300,544,88.54166666666670,98.02083333333330
RandomForest,Yolo9000_18,350,63.33333333333330,459,90.9375,98.02083333333330
RandomForest,Yolo9000_18,500,66.5625,421,91.04166666666670,98.64583333333330
RandomTree,Yolo9000_18,20,15.833333333333300,1697,45.625,71.77083333333330
RandomTree,Yolo9000_18,50,30.312500000000000,1192,59.791666666666700,85.9375
RandomTree,Yolo9000_18,100,38.958333333333300,930,73.64583333333330,92.08333333333330
RandomTree,Yolo9000_18,150,38.854166666666700,982,74.58333333333330,89.16666666666670
RandomTree,Yolo9000_18,200,44.895833333333300,737,82.91666666666670,95.83333333333330
RandomTree,Yolo9000_18,350,52.083333333333300,641,84.16666666666670,97.5
RandomTree,Yolo9000_18,500,56.041666666666700,580,86.77083333333330,97.70833333333330
J48,Yolo9000_19,20,21.21212121212120,105,63.63636363636360,72.72727272727270
J48,Yolo9000_19,50,45.45454545454550,44,93.93939393939390,96.96969696969700
RandomForest,Yolo9000_19,20,25.757575757575800,100,56.060606060606100,83.33333333333330
RandomForest,Yolo9000_19,50,22.727272727272700,100,66.66666666666670,75.75757575757580
RandomTree,Yolo9000_19,20,18.181818181818200,117,43.93939393939390,66.66666666666670
RandomTree,Yolo9000_19,50,15.151515151515200,144,51.515151515151500,59.09090909090910